Event	ID	Name			Wwise Object Path	Notes
	153786478	Play_VO_event_6000042_04			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000042_04	
	153786479	Play_VO_event_6000042_05			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000042_05	
	157369488	Play_VO_talk_commontalk_common02			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common02	
	157369489	Play_VO_talk_commontalk_common03			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common03	
	157369491	Play_VO_talk_commontalk_common01			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common01	
	157369492	Play_VO_talk_commontalk_common06			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common06	
	157369493	Play_VO_talk_commontalk_common07			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common07	
	157369494	Play_VO_talk_commontalk_common04			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common04	
	157369495	Play_VO_talk_commontalk_common05			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common05	
	157369498	Play_VO_talk_commontalk_common08			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common08	
	157369499	Play_VO_talk_commontalk_common09			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common09	
	170564060	Play_VO_event_6000042_11			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000042_11	
	170564061	Play_VO_event_6000042_10			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000042_10	
	170564063	Play_VO_event_6000042_12			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000042_12	
	171532992	Play_VO_event_6000048_08			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_08	
	171532993	Play_VO_event_6000048_09			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_09	
	171533001	Play_VO_event_6000048_01			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_01	
	171533002	Play_VO_event_6000048_02			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_02	
	171533003	Play_VO_event_6000048_03			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_03	
	171533004	Play_VO_event_6000048_04			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_04	
	171533005	Play_VO_event_6000048_05			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_05	
	171533006	Play_VO_event_6000048_06			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_06	
	171533007	Play_VO_event_6000048_07			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_07	
	174147072	Play_VO_talk_commontalk_common15			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common15	
	174147073	Play_VO_talk_commontalk_common14			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common14	
	174147074	Play_VO_talk_commontalk_common17			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common17	
	174147075	Play_VO_talk_commontalk_common16			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common16	
	174147076	Play_VO_talk_commontalk_common11			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common11	
	174147077	Play_VO_talk_commontalk_common10			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common10	
	174147078	Play_VO_talk_commontalk_common13			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common13	
	174147079	Play_VO_talk_commontalk_common12			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common12	
	174147084	Play_VO_talk_commontalk_common19			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common19	
	174147085	Play_VO_talk_commontalk_common18			\Default Work Unit\Voice\Talk\Commontalk\other\Play_VO_talk_commontalk_common18	
	180862144	Play_VO_event_1030_02			\Default Work Unit\Voice\Plot\1030\Play_VO_event_1030_02	
	180862145	Play_VO_event_1030_03			\Default Work Unit\Voice\Plot\1030\Play_VO_event_1030_03	
	180862147	Play_VO_event_1030_01			\Default Work Unit\Voice\Plot\1030\Play_VO_event_1030_01	
	180862148	Play_VO_event_1030_06			\Default Work Unit\Voice\Plot\1030\Play_VO_event_1030_06	
	180862150	Play_VO_event_1030_04			\Default Work Unit\Voice\Plot\1030\Play_VO_event_1030_04	
	180862151	Play_VO_event_1030_05			\Default Work Unit\Voice\Plot\1030\Play_VO_event_1030_05	
	188310712	Play_VO_event_6000048_13			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_13	
	188310713	Play_VO_event_6000048_12			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_12	
	188310714	Play_VO_event_6000048_11			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_11	
	188310715	Play_VO_event_6000048_10			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_10	
	188310717	Play_VO_event_6000048_16			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_16	
	188310718	Play_VO_event_6000048_15			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_15	
	188310719	Play_VO_event_6000048_14			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000048_14	
	227950789	Play_VO_event_6000066_01			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000066_01	
	227950790	Play_VO_event_6000066_02			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000066_02	
	227950791	Play_VO_event_6000066_03			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000066_03	
	234678464	Play_VO_event_5010_04			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_04	
	234678465	Play_VO_event_5010_05			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_05	
	234678466	Play_VO_event_5010_06			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_06	
	234678467	Play_VO_event_5010_07			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_07	
	234678469	Play_VO_event_5010_01			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_01	
	234678470	Play_VO_event_5010_02			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_02	
	234678471	Play_VO_event_5010_03			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_03	
	234678476	Play_VO_event_5010_08			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_08	
	234678477	Play_VO_event_5010_09			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_09	
	236015888	Play_VO_event_104004_38			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_38	
	236015889	Play_VO_event_104004_39			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_39	
	236015896	Play_VO_event_104004_30			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_30	
	236015897	Play_VO_event_104004_31			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_31	
	236015898	Play_VO_event_104004_32			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_32	
	236015899	Play_VO_event_104004_33			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_33	
	236015900	Play_VO_event_104004_34			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_34	
	236015901	Play_VO_event_104004_35			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_35	
	236015902	Play_VO_event_104004_36			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_36	
	236015903	Play_VO_event_104004_37			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_37	
	242637112	Play_VO_event_6000037_46			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_46	
	242637113	Play_VO_event_6000037_47			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_47	
	242637114	Play_VO_event_6000037_44			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_44	
	242637115	Play_VO_event_6000037_45			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_45	
	242637116	Play_VO_event_6000037_42			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_42	
	242637117	Play_VO_event_6000037_43			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_43	
	242637118	Play_VO_event_6000037_40			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_40	
	242637119	Play_VO_event_6000037_41			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_41	
	246799433	Play_VO_talk_commontalk_memory01			\Default Work Unit\Voice\Talk\Commontalk\Play_VO_talk_commontalk_memory01	
	251456176	Play_VO_event_5010_17			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_17	
	251456177	Play_VO_event_5010_16			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_16	
	251456178	Play_VO_event_5010_15			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_15	
	251456179	Play_VO_event_5010_14			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_14	
	251456180	Play_VO_event_5010_13			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_13	
	251456181	Play_VO_event_5010_12			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_12	
	251456182	Play_VO_event_5010_11			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_11	
	251456183	Play_VO_event_5010_10			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_10	
	251456190	Play_VO_event_5010_19			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_19	
	251456191	Play_VO_event_5010_18			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_18	
	252793474	Play_VO_event_104004_29			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_29	
	252793475	Play_VO_event_104004_28			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_28	
	252793480	Play_VO_event_104004_23			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_23	
	252793481	Play_VO_event_104004_22			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_22	
	252793482	Play_VO_event_104004_21			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_21	
	252793483	Play_VO_event_104004_20			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_20	
	252793484	Play_VO_event_104004_27			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_27	
	252793485	Play_VO_event_104004_26			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_26	
	252793486	Play_VO_event_104004_25			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_25	
	252793487	Play_VO_event_104004_24			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_24	
	268233768	Play_VO_event_5010_22			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_22	
	268233769	Play_VO_event_5010_23			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_23	
	268233770	Play_VO_event_5010_20			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_20	
	268233771	Play_VO_event_5010_21			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_21	
	268233774	Play_VO_event_5010_24			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_24	
	268233775	Play_VO_event_5010_25			\Default Work Unit\Voice\Plot\5010\Play_VO_event_5010_25	
	269571190	Play_VO_event_104004_18			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_18	
	269571191	Play_VO_event_104004_19			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_19	
	269571192	Play_VO_event_104004_16			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_16	
	269571193	Play_VO_event_104004_17			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_17	
	269571194	Play_VO_event_104004_14			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_14	
	269571195	Play_VO_event_104004_15			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_15	
	269571196	Play_VO_event_104004_12			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_12	
	269571197	Play_VO_event_104004_13			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_13	
	269571198	Play_VO_event_104004_10			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_10	
	269571199	Play_VO_event_104004_11			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_11	
	275710529	Play_VO_talk_tone_perfunctory_01			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_perfunctory_01	
	275710530	Play_VO_talk_tone_perfunctory_02			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_perfunctory_02	
	275710531	Play_VO_talk_tone_perfunctory_03			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_perfunctory_03	
	275710532	Play_VO_talk_tone_perfunctory_04			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_perfunctory_04	
	275781682	Play_VO_talk_tone_upset_08			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_upset_08	
	275781683	Play_VO_talk_tone_upset_09			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_upset_09	
	275781688	Play_VO_talk_tone_upset_02			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_upset_02	
	275781689	Play_VO_talk_tone_upset_03			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_upset_03	
	275781691	Play_VO_talk_tone_upset_01			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_upset_01	
	275781692	Play_VO_talk_tone_upset_06			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_upset_06	
	275781693	Play_VO_talk_tone_upset_07			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_upset_07	
	275781694	Play_VO_talk_tone_upset_04			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_upset_04	
	275781695	Play_VO_talk_tone_upset_05			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_upset_05	
	276192256	Play_VO_event_6000037_24			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_24	
	276192257	Play_VO_event_6000037_25			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_25	
	276192258	Play_VO_event_6000037_26			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_26	
	276192259	Play_VO_event_6000037_27			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_27	
	276192260	Play_VO_event_6000037_20			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_20	
	276192261	Play_VO_event_6000037_21			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_21	
	276192262	Play_VO_event_6000037_22			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_22	
	276192263	Play_VO_event_6000037_23			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_23	
	276192268	Play_VO_event_6000037_28			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_28	
	276192269	Play_VO_event_6000037_29			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_29	
	286348752	Play_VO_event_104004_01			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_01	
	286348754	Play_VO_event_104004_03			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_03	
	286348755	Play_VO_event_104004_02			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_02	
	286348756	Play_VO_event_104004_05			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_05	
	286348757	Play_VO_event_104004_04			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_04	
	286348758	Play_VO_event_104004_07			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_07	
	286348759	Play_VO_event_104004_06			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_06	
	286348760	Play_VO_event_104004_09			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_09	
	286348761	Play_VO_event_104004_08			\Default Work Unit\Voice\Map\104004\Play_VO_event_104004_08	
	288673616	Play_VO_event_1623_04			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_04	
	288673617	Play_VO_event_1623_05			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_05	
	288673618	Play_VO_event_1623_06			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_06	
	288673619	Play_VO_event_1623_07			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_07	
	288673621	Play_VO_event_1623_01			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_01	
	288673622	Play_VO_event_1623_02			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_02	
	288673623	Play_VO_event_1623_03			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_03	
	288673628	Play_VO_event_1623_08			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_08	
	288673629	Play_VO_event_1623_09			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_09	
	292559276	Play_VO_talk_tone_upset_11			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_upset_11	
	292559277	Play_VO_talk_tone_upset_10			\Default Work Unit\Voice\Talk\Tone\Play_VO_talk_tone_upset_10	
	292969968	Play_VO_event_6000037_37			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_37	
	292969969	Play_VO_event_6000037_36			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_36	
	292969970	Play_VO_event_6000037_35			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_35	
	292969971	Play_VO_event_6000037_34			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_34	
	292969972	Play_VO_event_6000037_33			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_33	
	292969973	Play_VO_event_6000037_32			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_32	
	292969974	Play_VO_event_6000037_31			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_31	
	292969975	Play_VO_event_6000037_30			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_30	
	292969982	Play_VO_event_6000037_39			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_39	
	292969983	Play_VO_event_6000037_38			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_38	
	293608232	Play_VO_event_1613_10			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_10	
	293608233	Play_VO_event_1613_11			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_11	
	293608234	Play_VO_event_1613_12			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_12	
	293608235	Play_VO_event_1613_13			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_13	
	293608236	Play_VO_event_1613_14			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_14	
	293608237	Play_VO_event_1613_15			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_15	
	293608238	Play_VO_event_1613_16			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_16	
	293608239	Play_VO_event_1613_17			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_17	
	302850236	Play_VO_event_6000067_10			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000067_10	
	305451200	Play_VO_event_1623_17			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_17	
	305451201	Play_VO_event_1623_16			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_16	
	305451202	Play_VO_event_1623_15			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_15	
	305451203	Play_VO_event_1623_14			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_14	
	305451204	Play_VO_event_1623_13			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_13	
	305451205	Play_VO_event_1623_12			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_12	
	305451206	Play_VO_event_1623_11			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_11	
	305451207	Play_VO_event_1623_10			\Default Work Unit\Voice\Plot\1623\Play_VO_event_1623_10	
	308752372	Play_VO_event_6000053_08			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000053_08	
	308752373	Play_VO_event_6000053_09			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000053_09	
	308752376	Play_VO_event_6000053_04			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000053_04	
	308752377	Play_VO_event_6000053_05			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000053_05	
	308752378	Play_VO_event_6000053_06			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000053_06	
	308752379	Play_VO_event_6000053_07			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000053_07	
	308752381	Play_VO_event_6000053_01			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000053_01	
	308752382	Play_VO_event_6000053_02			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000053_02	
	308752383	Play_VO_event_6000053_03			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000053_03	
	309747554	Play_VO_event_6000037_08			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_08	
	309747555	Play_VO_event_6000037_09			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_09	
	309747560	Play_VO_event_6000037_02			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_02	
	309747561	Play_VO_event_6000037_03			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_03	
	309747563	Play_VO_event_6000037_01			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_01	
	309747564	Play_VO_event_6000037_06			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_06	
	309747565	Play_VO_event_6000037_07			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_07	
	309747566	Play_VO_event_6000037_04			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_04	
	309747567	Play_VO_event_6000037_05			\Default Work Unit\Voice\Date\Shinbuya\Play_VO_event_6000037_05	
	310385810	Play_VO_event_1613_09			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_09	
	310385811	Play_VO_event_1613_08			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_08	
	310385816	Play_VO_event_1613_03			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_03	
	310385817	Play_VO_event_1613_02			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_02	
	310385818	Play_VO_event_1613_01			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_01	
	310385820	Play_VO_event_1613_07			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_07	
	310385821	Play_VO_event_1613_06			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_06	
	310385822	Play_VO_event_1613_05			\Default Work Unit\Voice\Plot\1613\Play_VO_event_1613_05	
